id,formattedAddress,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,status,price,listingType,listedDate,removedDate,createdDate,lastSeenDate,daysOnMarket,mlsName,mlsNumber,listingAgent,listingOffice,lotSize,yearBuilt,hoa
"548-Morris-St,-Unit-2,-City-Of-Orange-Township,-NJ-07050","548 Morris St, Unit 2, City Of Orange Township, NJ 07050",548 Morris St,Unit 2,City Of Orange Township,NJ,07050,Essex,40.759274,-74.250687,Multi-Family,2,1.0,,Active,2100,Standard,2025-05-13T00:00:00.000Z,,2025-05-14T00:00:00.000Z,2025-07-05T04:03:11.107Z,54,GardenState,3962773,"{'name': 'Stephanie Belen Henriquez', 'phone': '8484671743', 'email': 'sbelen@morehomes.net'}","{'name': 'RE MAX Select', 'phone': '9737398008', 'email': 'sigridamil@gmail.com'}",3485.0,1899.0,
"55-Clarken-Dr,-West-Orange,-NJ-07052","55 Clarken Dr, West Orange, NJ 07052",55 Clarken Dr,,West Orange,NJ,07052,Essex,40.800306,-74.256216,Townhouse,2,2.5,,Active,4500,Standard,2025-05-16T00:00:00.000Z,,2023-02-16T00:00:00.000Z,2025-07-05T04:03:11.073Z,51,GardenState,3963543,"{'name': 'Kelly Jw King', 'phone': '9739604042', 'email': 'kelly.king@century21.com'}","{'name': 'Keller Williams Towne Square Realty', 'phone': '9087660085', 'email': 'maryellenitz@kw.com', 'website': 'http://kwtownesquarerealty.com'}",,1993.0,
"408-Kensington-Ln,-Livingston,-NJ-07039","408 Kensington Ln, Livingston, NJ 07039",408 Kensington Ln,,Livingston,NJ,07039,Essex,40.770593,-74.355767,Multi-Family,3,2.5,2466.0,Active,4850,Standard,2025-05-18T00:00:00.000Z,,2019-05-13T11:06:18.497Z,2025-07-05T04:03:11.071Z,49,NewJerseyMLS,25016773,"{'name': 'Kelly A. & Cornelius ""Con"" Hartnett', 'phone': '9732242430', 'email': 'kellyandcon@foxroach.com'}","{'name': 'BHHS Fox & Roach Livingston Sales Office', 'phone': '9739926363', 'email': 'clientservices@foxroach.com', 'website': 'https://livingston.foxroach.com'}",1408295.0,2001.0,
"24-Gala-Ct,-Livingston,-NJ-07039","24 Gala Ct, Livingston, NJ 07039",24 Gala Ct,,Livingston,NJ,07039,Essex,40.771343,-74.360229,Townhouse,4,3.5,,Active,5100,Standard,2025-05-16T00:00:00.000Z,,2022-04-29T03:02:42.338Z,2025-07-05T04:03:11.067Z,51,GardenState,3963725,"{'name': 'Neena Jindal', 'phone': '9145198018', 'email': 'neena@swkrealestate.com', 'website': 'http://www.swkrealestate.com'}","{'name': 'Keller Williams Realty', 'phone': '9082732991', 'email': 'klrw516@kw.com', 'website': 'www.kellerwilliamsnj.com'}",452153.0,2021.0,
"210-Edmonton-Ct,-Livingston,-NJ-07039","210 Edmonton Ct, Livingston, NJ 07039",210 Edmonton Ct,,Livingston,NJ,07039,Essex,40.770926,-74.35333,Townhouse,3,2.5,2503.0,Active,5000,Standard,2025-05-20T00:00:00.000Z,,2022-07-08T00:46:30.093Z,2025-07-05T04:03:11.043Z,47,GardenState,3964185,"{'name': 'Binali Patel', 'phone': '9737153535', 'email': 'binali.patel@gmail.com', 'website': 'http://binalipatel.com'}","{'name': 'RE MAX Achievers', 'phone': '9085229444', 'email': 'robertoquist@remax.net', 'website': 'https://achievers-100427024.remax.com/'}",1408295.0,2003.0,
"41-Main-St,-Apt-2,-Millburn,-NJ-07041","41 Main St, Apt 2, Millburn, NJ 07041",41 Main St,Apt 2,Millburn,NJ,07041,Essex,40.72422,-74.307503,Single Family,2,1.0,,Active,2700,Standard,2025-05-22T00:00:00.000Z,,2025-05-23T00:00:00.000Z,2025-07-05T04:03:11.031Z,45,GardenState,3964633,"{'name': 'Joanna Parker-lentz', 'phone': '9736994388', 'email': 'joanna.parkerlentz@cbrealty.com', 'website': 'http://www.jodiandjoanna.com/'}","{'name': 'Coldwell Banker Realty', 'phone': '9733765200', 'email': 'michael.pennisi@cbmoves.com', 'website': 'https://www.coldwellbankerhomes.com//nj/short-hills/office/short-hills-office/oid_1688/'}",2178.0,1920.0,
"46-Elm-Rd,-Apt-2,-Caldwell,-NJ-07006","46 Elm Rd, Apt 2, Caldwell, NJ 07006",46 Elm Rd,Apt 2,Caldwell,NJ,07006,Essex,40.835819,-74.26408,Multi-Family,3,2.0,,Active,4200,Standard,2025-05-22T00:00:00.000Z,,2022-11-03T01:30:36.048Z,2025-07-05T04:03:11.030Z,45,NewJerseyMLS,25017351,"{'name': 'Roman Drukarov', 'phone': '9734543218', 'email': 'roman.drukarov@foxroach.com'}","{'name': 'BHHS Fox & Roach Livingston Sales Office', 'phone': '9739926363', 'email': 'clientservices@foxroach.com', 'website': 'https://livingston.foxroach.com'}",,,
"46-Elm-Rd,-Apt-2,-Caldwell-Boro-Township,-NJ-07006","46 Elm Rd, Apt 2, Caldwell Boro Township, NJ 07006",46 Elm Rd,Apt 2,Caldwell Boro Township,NJ,07006,Essex,40.835819,-74.26408,Multi-Family,3,2.0,1800.0,Active,4200,Standard,2025-05-22T00:00:00.000Z,,2021-05-21T01:24:01.519Z,2025-07-05T04:03:11.029Z,45,GardenState,3964670,"{'name': 'Roman Drukarov', 'phone': '9734543218', 'email': 'roman.drukarov@foxroach.com', 'website': 'www.bhhsnj.com/roman.drukarov'}","{'name': 'BHHS Fox & Roach Livingston Sales Office', 'phone': '9739926363', 'email': 'clientservices@foxroach.com', 'website': 'https://livingston.foxroach.com'}",6100.0,1922.0,
"51-Riggs-Pl,-Unit-1ST,-South-Orange-Village,-NJ-07079","51 Riggs Pl, Unit 1ST, South Orange Village, NJ 07079",51 Riggs Pl,Unit 1ST,South Orange Village,NJ,07079,Essex,40.743771,-74.253029,Multi-Family,2,1.0,,Active,2600,Standard,2025-05-29T00:00:00.000Z,,2025-05-29T00:00:00.000Z,2025-07-05T04:02:15.192Z,38,NewJerseyMLS,25017247,"{'name': 'Shawn Mcenteer', 'phone': '8662016210'}","{'name': 'EXP REALTY, LLC', 'phone': '8662016210', 'email': 'nj.broker@exprealty.net', 'website': 'www.exprealty.com'}",,,
"605-Binghampton-Ln,-Livingston,-NJ-07039","605 Binghampton Ln, Livingston, NJ 07039",605 Binghampton Ln,,Livingston,NJ,07039,Essex,40.769108,-74.354225,Townhouse,3,2.5,,Active,4800,Standard,2025-05-28T00:00:00.000Z,,2023-08-19T00:00:00.000Z,2025-07-05T04:02:15.189Z,39,GardenState,3965730,"{'name': 'Rachna Maheshwari', 'phone': '9739944323', 'email': 'rachna.maheshwari@cbmoves.com', 'website': 'https://newjerseyrealestateagent.cbintouch.com/'}","{'name': 'Coldwell Banker Realty', 'phone': '9739944323', 'email': 'jerry.jacob@coldwellbankermoves.com', 'website': 'https://www.coldwellbankerhomes.com//nj/livingston/office/livingston-office/oid_1548/'}",1408295.0,2001.0,
"555-Northfield-Ave,-West-Orange,-NJ-07052","555 Northfield Ave, West Orange, NJ 07052",555 Northfield Ave,,West Orange,NJ,07052,Essex,40.770415,-74.279873,Apartment,2,2.0,1500.0,Active,4100,Standard,2025-05-29T00:00:00.000Z,,2023-01-21T01:08:55.037Z,2025-07-05T04:02:15.183Z,38,GardenState,3965808,{'name': 'Alexandra Buonincontri'},"{'name': 'EXP REALTY, LLC', 'phone': '8662016210', 'email': 'nj.broker@exprealty.net', 'website': 'www.exprealty.com'}",,2023.0,
"46-Cortland-St,-Roseland,-NJ-07068","46 Cortland St, Roseland, NJ 07068",46 Cortland St,,Roseland,NJ,07068,Essex,40.823885,-74.296013,Single Family,4,3.0,,Active,5700,Standard,2025-05-29T00:00:00.000Z,,2024-02-21T00:00:00.000Z,2025-07-05T04:02:15.177Z,38,GardenState,3966062,{'name': 'Matthew Lane'},"{'name': 'COMPASS NEW JERSEY LLC', 'phone': '9733107360'}",5227.0,2019.0,
"51-Riggs-Pl,-South-Orange-Village-Township,-NJ-07079","51 Riggs Pl, South Orange Village Township, NJ 07079",51 Riggs Pl,,South Orange Village Township,NJ,07079,Essex,40.743828,-74.253159,Multi-Family,2,1.0,,Active,2600,Standard,2025-05-29T00:00:00.000Z,,2019-07-28T08:10:09.289Z,2025-07-05T04:02:15.174Z,38,GardenState,3965802,"{'name': 'Shawn Mcenteer', 'phone': '8662016210'}","{'name': 'EXP REALTY, LLC', 'phone': '8662016210', 'email': 'nj.broker@exprealty.net', 'website': 'www.exprealty.com'}",4792.0,1918.0,
"15-Braeburn-Ct,-Livingston,-NJ-07039","15 Braeburn Ct, Livingston, NJ 07039",15 Braeburn Ct,,Livingston,NJ,07039,Essex,40.772278,-74.361465,Townhouse,4,3.5,,Active,5200,Standard,2025-06-02T00:00:00.000Z,,2019-12-10T07:58:23.840Z,2025-07-05T04:02:15.107Z,34,GardenState,3966682,"{'name': 'Richa Garg, Real Estate Consultant', 'phone': '9739419739', 'email': 'rgarg.homes@gmail.com', 'website': 'http://www.rgarghomes.com'}","{'name': 'Weichert, Realtors - Short Hills', 'phone': '8008391295', 'email': 'rdclead@wlninc.com', 'website': 'http://www.weichert.com/search/offices/office.aspx'}",452153.0,2019.0,
"72-Rector-St,-Millburn,-NJ-07041","72 Rector St, Millburn, NJ 07041",72 Rector St,,Millburn,NJ,07041,Essex,40.720446,-74.310701,Multi-Family,3,2.0,,Active,3900,Standard,2025-05-30T00:00:00.000Z,,2019-05-08T10:10:11.452Z,2025-07-05T04:02:15.103Z,37,GardenState,3966339,"{'name': 'Cynthia Cartagena', 'phone': '9173099965', 'email': 'cynthia.cartagena@cbrealty.com', 'website': 'https://www.coldwellbankerhomes.com/nj/short-hills/agent/cynthia-cartagena/aid_167663/'}","{'name': 'Coldwell Banker Realty', 'phone': '9733765200', 'email': 'michael.pennisi@cbmoves.com', 'website': 'https://www.coldwellbankerhomes.com//nj/short-hills/office/short-hills-office/oid_1688/'}",6970.0,2008.0,
"149-Main-St,-Apt-2B,-Millburn,-NJ-07041","149 Main St, Apt 2B, Millburn, NJ 07041",149 Main St,Apt 2B,Millburn,NJ,07041,Essex,40.720318,-74.307327,Single Family,1,1.0,,Active,1950,Standard,2025-06-04T00:00:00.000Z,,2023-04-30T00:00:00.000Z,2025-07-05T04:02:15.097Z,32,GardenState,3967344,"{'name': 'Binghu Zhang', 'phone': '2018871318'}","{'name': 'WESTERN-EASTERN REATLY', 'phone': '9738302648'}",22651.0,1976.0,
"29-Braeburn-Ct,-Livingston,-NJ-07039","29 Braeburn Ct, Livingston, NJ 07039",29 Braeburn Ct,,Livingston,NJ,07039,Essex,40.771664,-74.361763,Townhouse,4,3.5,,Active,5200,Standard,2025-06-03T00:00:00.000Z,,2024-07-14T00:00:00.000Z,2025-07-05T04:02:15.094Z,33,GardenState,3967032,"{'name': 'Yang Zhuang', 'phone': '9084455546'}","{'name': 'GARDEN HOME REALTY', 'phone': '9735330880', 'email': 'danadang7@gmail.com', 'website': 'http://www.gardenhomerealty.com'}",452153.0,2020.0,
"271-Millburn-Ave,-Unit-2A,-Millburn,-NJ-07041","271 Millburn Ave, Unit 2A, Millburn, NJ 07041",271 Millburn Ave,Unit 2A,Millburn,NJ,07041,Essex,40.724674,-74.302353,Multi-Family,2,1.0,,Active,3750,Standard,2025-06-02T00:00:00.000Z,,2021-04-19T01:32:32.896Z,2025-07-05T04:02:15.093Z,34,GardenState,3966698,"{'name': 'Neil Steiger', 'phone': '9733760033', 'email': 'nsteiger@kw.com', 'website': 'http://x266797.yourkwagent.com'}","{'name': 'Keller Williams Realty', 'phone': '9082732991', 'email': 'klrw516@kw.com', 'website': 'www.kellerwilliamsnj.com'}",14375.0,2021.0,
"91-Roseland-B4-Ave,-Unit-B4,-Caldwell-Boro-Township,-NJ-07006","91 Roseland B4 Ave, Unit B4, Caldwell Boro Township, NJ 07006",91 Roseland B4 Ave,Unit B4,Caldwell Boro Township,NJ,07006,Essex,40.836693,-74.278313,Townhouse,2,2.5,1640.0,Active,4400,Standard,2025-06-04T00:00:00.000Z,,2025-06-05T00:00:00.000Z,2025-07-05T04:02:15.079Z,32,GardenState,3967283,"{'name': 'Natasha Noel', 'phone': '9738458933', 'email': 'nnoelrealtor@gmail.com'}","{'name': 'NEW AND MODERN GROUP', 'phone': '2012561422'}",,2003.0,
"659-Nassau-St,-Unit-1,-City-Of-Orange-Township,-NJ-07050","659 Nassau St, Unit 1, City Of Orange Township, NJ 07050",659 Nassau St,Unit 1,City Of Orange Township,NJ,07050,Essex,40.765881,-74.250046,Multi-Family,2,1.0,,Active,2100,Standard,2025-06-02T00:00:00.000Z,,2025-06-03T00:00:00.000Z,2025-07-05T04:02:15.066Z,34,GardenState,3966592,"{'name': 'John Davis', 'phone': '9733800467', 'email': 'john@rppm.us', 'website': 'http://www.rppm.us'}",{'name': 'RPPM LLC'},2614.0,,
"214-Kensington-Ln,-Livingston,-NJ-07039","214 Kensington Ln, Livingston, NJ 07039",214 Kensington Ln,,Livingston,NJ,07039,Essex,40.771141,-74.354736,Townhouse,3,2.5,,Active,4900,Standard,2025-06-06T00:00:00.000Z,,2025-06-07T00:00:00.000Z,2025-07-05T04:02:15.060Z,30,GardenState,3967769,"{'name': 'Donna Jesch', 'phone': '9736155226', 'email': 'djesch@weichert.com'}","{'name': 'Weichert, Realtors - Short Hills', 'phone': '8008391295', 'email': 'rdclead@wlninc.com', 'website': 'http://www.weichert.com/search/offices/office.aspx'}",1408295.0,2001.0,
"74-Browning-Rd,-Millburn,-NJ-07078","74 Browning Rd, Millburn, NJ 07078",74 Browning Rd,,Millburn,NJ,07078,Essex,40.741145,-74.347608,Single Family,5,3.5,,Active,8750,Standard,2025-06-05T00:00:00.000Z,,2019-05-02T19:47:06.587Z,2025-07-05T04:02:15.052Z,31,GardenState,3967606,"{'name': 'Richa Garg, Real Estate Consultant', 'phone': '9739419739', 'email': 'rgarg.homes@gmail.com', 'website': 'http://www.rgarghomes.com'}","{'name': 'Weichert, Realtors - Short Hills', 'phone': '8008391295', 'email': 'rdclead@wlninc.com', 'website': 'http://www.weichert.com/search/offices/office.aspx'}",15246.0,,
"100-Sagamore-Rd,-Millburn,-NJ-07041","100 Sagamore Rd, Millburn, NJ 07041",100 Sagamore Rd,,Millburn,NJ,07041,Essex,40.732614,-74.291597,Single Family,4,3.0,,Active,7200,Standard,2025-06-06T00:00:00.000Z,,2019-05-19T07:20:48.565Z,2025-07-05T04:02:15.051Z,30,GardenState,3967835,"{'name': 'Robert A. Lubeck', 'phone': '9085980155', 'email': 'ral@woodwardhomes.com'}","{'name': 'WOODWARD PROPERTIES, REALTORS', 'phone': '9085980155', 'email': 'wp@woodwardhomes.com', 'website': 'http://woodwardhomes.com/'}",14810.0,1960.0,
"28-W-3rd-St,-Apt-1310,-South-Orange,-NJ-07079","28 W 3rd St, Apt 1310, South Orange, NJ 07079",28 W 3rd St,Apt 1310,South Orange,NJ,07079,Essex,40.744118,-74.26355,Apartment,1,1.0,815.0,Active,3056,Standard,2025-06-06T00:00:00.000Z,,2025-06-07T00:00:00.000Z,2025-07-05T03:58:38.589Z,30,Funnel,M4643899-12054,"{'name': 'Sofi Leasing', 'phone': '9738741217'}",{'name': 'The Management Company'},,,
"100-Wootton-Rd,-Essex-Fells,-NJ-07021","100 Wootton Rd, Essex Fells, NJ 07021",100 Wootton Rd,,Essex Fells,NJ,07021,Essex,40.829726,-74.287842,Multi-Family,2,1.0,,Active,3100,Standard,2025-06-10T00:00:00.000Z,,2023-08-08T00:00:00.000Z,2025-07-05T03:58:38.535Z,26,GardenState,3968553,"{'name': 'Patricia Direzze', 'phone': '9732332300', 'email': 'patty.direzze@cbmoves.com', 'website': 'http://pattydirezze.cbintouch.com'}","{'name': 'Coldwell Banker Realty', 'phone': '9732332300', 'email': 'nicholas.gagis@coldwellbankermoves.com', 'website': 'https://www.coldwellbankerhomes.com//nj/montclair/office/montclair-office/oid_1713/'}",13500.0,1890.0,
"40-Fairway-Dr,-West-Orange,-NJ-07052","40 Fairway Dr, West Orange, NJ 07052",40 Fairway Dr,,West Orange,NJ,07052,Essex,40.782619,-74.248608,Single Family,4,4.0,,Active,4600,Standard,2025-06-06T00:00:00.000Z,,2025-04-23T00:00:00.000Z,2025-07-05T03:58:38.534Z,30,GardenState,3967936,"{'name': 'Stanley Rubin', 'phone': '9739944323', 'email': 'stanley.rubin@coldwellbankermoves.com', 'website': 'http://www.stanleyrubin.com/'}","{'name': 'Coldwell Banker Realty', 'phone': '9739944323', 'email': 'jerry.jacob@coldwellbankermoves.com', 'website': 'https://www.coldwellbankerhomes.com//nj/livingston/office/livingston-office/oid_1548/'}",8625.0,1928.0,
"34-Park-Ave,-Caldwell-Boro-Township,-NJ-07006","34 Park Ave, Caldwell Boro Township, NJ 07006",34 Park Ave,,Caldwell Boro Township,NJ,07006,Essex,40.842457,-74.275513,Multi-Family,4,2.5,,Active,4200,Standard,2025-06-06T00:00:00.000Z,,2022-09-30T02:18:59.614Z,2025-07-05T03:58:38.533Z,30,GardenState,3967944,"{'name': 'Robert Van Der Wende', 'phone': '9737858420', 'email': 'rob@bhhsvdw.com'}","{'name': 'BHHS VAN DER WENDE PROPERTIES', 'phone': '9732260333'}",7405.0,1900.0,
"52-Cottage-St,-Apt-1J,-South-Orange-Village-Township,-NJ-07079","52 Cottage St, Apt 1J, South Orange Village Township, NJ 07079",52 Cottage St,Apt 1J,South Orange Village Township,NJ,07079,Essex,40.743336,-74.254608,Apartment,2,2.0,795.0,Active,2484,Standard,2025-06-07T00:00:00.000Z,,2025-07-03T00:00:00.000Z,2025-07-05T03:58:38.532Z,29,GardenState,3968004,"{'name': 'Catalda Cocuzza', 'phone': '9733788300', 'email': 'catalda.cocuzza@cbrealty.com', 'website': 'https://www.coldwellbankerhomes.com/nj/maplewood/agent/catalda-cocuzza/aid_229144/'}","{'name': 'Coldwell Banker Realty', 'phone': '9733788300', 'email': 'michael.pennisi@cbmoves.com', 'website': 'https://www.coldwellbankerhomes.com//nj/maplewood/office/maplewood-office/oid_1578/'}",21780.0,1963.0,
"114-Eagle-Rock-Ave,-Roseland,-NJ-07068","114 Eagle Rock Ave, Roseland, NJ 07068",114 Eagle Rock Ave,,Roseland,NJ,07068,Essex,40.820484,-74.28793,Single Family,6,5.5,,Active,12000,Standard,2025-06-07T00:00:00.000Z,,2023-08-09T00:00:00.000Z,2025-07-05T03:58:38.531Z,29,GardenState,3968018,"{'name': 'Michael J Reddin', 'phone': '9738098472', 'email': 'reddinrealestate@gmail.com', 'website': 'http://www.rpmelitegroup.com'}",{'name': 'SERHANT NEW JERSEY LLC'},30492.0,2023.0,
"7-Meeker-St,-Unit-1,-West-Orange,-NJ-07052","7 Meeker St, Unit 1, West Orange, NJ 07052",7 Meeker St,Unit 1,West Orange,NJ,07052,Essex,40.761459,-74.253716,Multi-Family,3,1.0,,Active,2650,Standard,2025-06-07T00:00:00.000Z,,2025-06-08T00:00:00.000Z,2025-07-05T03:58:38.530Z,29,GardenState,3968062,"{'name': 'Alexandra Estevez', 'phone': '6467520790', 'email': 'aestevez@weichert.com', 'website': 'alexnjproperties.com'}","{'name': 'Keller Williams Realty', 'phone': '9082338502', 'email': 'klrw897@kw.com', 'website': 'www.westfieldkw.com'}",3485.0,,
"31-Morris-Rd,-West-Orange,-NJ-07052","31 Morris Rd, West Orange, NJ 07052",31 Morris Rd,,West Orange,NJ,07052,Essex,40.797091,-74.280713,Single Family,3,1.0,1050.0,Active,3600,Standard,2025-06-08T00:00:00.000Z,,2020-07-31T13:07:44.256Z,2025-07-05T03:58:38.527Z,28,GardenState,3968115,"{'name': 'Christine Marie Butler', 'phone': '9734528444', 'email': 'christinemariebutler@gmail.com', 'website': 'http://christinebutler.randrealty.com'}","{'name': 'UNITED REAL ESTATE', 'phone': '8885016953', 'email': 'unitednorthjersey@gmail.com', 'website': 'www.unitedrealestatenorthjersey.com'}",8375.0,1959.0,
"378-Valley-St,-Apt-A5,-South-Orange-Village-Township,-NJ-07079","378 Valley St, Apt A5, South Orange Village Township, NJ 07079",378 Valley St,Apt A5,South Orange Village Township,NJ,07079,Essex,40.739566,-74.264021,Condo,0,1.0,,Active,1750,Standard,2025-06-09T00:00:00.000Z,,2019-05-19T10:45:24.557Z,2025-07-05T03:58:38.522Z,27,GardenState,3968192,{'name': 'Gary Miamon'},"{'name': 'EXP REALTY, LLC', 'phone': '8662016210', 'email': 'nj.broker@exprealty.net', 'website': 'www.exprealty.com'}",32670.0,1964.0,
"16-Manor-Rd,-Livingston,-NJ-07039","16 Manor Rd, Livingston, NJ 07039",16 Manor Rd,,Livingston,NJ,07039,Essex,40.782612,-74.328979,Single Family,3,1.5,1344.0,Active,3950,Standard,2025-06-09T00:00:00.000Z,,2025-06-10T00:00:00.000Z,2025-07-05T03:58:38.518Z,27,,,,,,,
"35-Spring-St,-Unit-B,-Millburn,-NJ-07041","35 Spring St, Unit B, Millburn, NJ 07041",35 Spring St,Unit B,Millburn,NJ,07041,Essex,40.720037,-74.30878,Multi-Family,4,3.5,,Active,7000,Standard,2025-06-10T00:00:00.000Z,,2025-06-11T00:00:00.000Z,2025-07-05T03:58:38.508Z,26,GardenState,3968394,"{'name': 'Amy Burakovsky', 'phone': '9738865432', 'email': 'amy@njresults.com', 'website': 'http://www.searchtheburbs.com'}","{'name': 'Keller Williams Realty', 'phone': '9082732991', 'email': 'klrw516@kw.com', 'website': 'www.kellerwilliamsnj.com'}",8040.0,,
"113-Crown-Ct,-Livingston,-NJ-07039","113 Crown Ct, Livingston, NJ 07039",113 Crown Ct,,Livingston,NJ,07039,Essex,40.771581,-74.357258,Condo,3,2.5,,Active,4800,Standard,2025-06-10T00:00:00.000Z,,2023-05-08T00:00:00.000Z,2025-07-05T03:58:38.505Z,26,GardenState,3968471,"{'name': 'Cyriacus Agu', 'phone': '8622151262'}","{'name': 'LARA REALTY CORP', 'phone': '9736221672'}",1408295.0,2003.0,
"52-Taylor-Pl,-Apt-522,-South-Orange-Village-Township,-NJ-07079","52 Taylor Pl, Apt 522, South Orange Village Township, NJ 07079",52 Taylor Pl,Apt 522,South Orange Village Township,NJ,07079,Essex,40.746845,-74.258469,Apartment,2,2.0,1083.0,Active,5495,Standard,2025-06-10T00:00:00.000Z,,2025-06-11T00:00:00.000Z,2025-07-05T03:58:38.503Z,26,GardenState,3968513,"{'name': 'Stephanie Mallios', 'phone': '2014041972', 'email': 'stephanie.mallios@compass.com', 'website': 'http://www.stephaniemallios.com/'}","{'name': 'COMPASS', 'phone': '9733106816', 'email': 'mdibenedetto4@gmail.com'}",22651.0,2022.0,
"52-Taylor-Pl,-Apt-316,-South-Orange-Village-Township,-NJ-07079","52 Taylor Pl, Apt 316, South Orange Village Township, NJ 07079",52 Taylor Pl,Apt 316,South Orange Village Township,NJ,07079,Essex,40.746845,-74.258469,Apartment,2,2.0,1194.0,Active,4995,Standard,2025-06-10T00:00:00.000Z,,2025-06-11T00:00:00.000Z,2025-07-05T03:58:38.494Z,26,GardenState,3968512,"{'name': 'Stephanie Mallios', 'phone': '2014041972', 'email': 'stephanie.mallios@compass.com', 'website': 'http://www.stephaniemallios.com/'}","{'name': 'COMPASS', 'phone': '9733106816', 'email': 'mdibenedetto4@gmail.com'}",6098.0,2022.0,
"144-Lawrence-Dr,-Millburn,-NJ-07078","144 Lawrence Dr, Millburn, NJ 07078",144 Lawrence Dr,,Millburn,NJ,07078,Essex,40.758089,-74.318338,Single Family,7,4.5,,Active,7000,Standard,2025-06-12T00:00:00.000Z,,2025-06-13T00:00:00.000Z,2025-07-05T03:58:38.466Z,24,GardenState,3969080,"{'name': 'Danielle G. Genovese', 'phone': '9739867733', 'email': 'danielle.genovese@premiumonerealty.com', 'website': 'http://premiumonerealty.com'}","{'name': 'PREMIUMONE REALTY', 'phone': '9084455546'}",20038.0,1977.0,
"69-W-Mt-Pleasant-Ave,-Unit-1,-Livingston,-NJ-07039","69 W Mt Pleasant Ave, Unit 1, Livingston, NJ 07039",69 W Mt Pleasant Ave,Unit 1,Livingston,NJ,07039,Essex,40.795155,-74.318375,Apartment,2,1.0,1400.0,Active,1950,Standard,2025-06-11T00:00:00.000Z,,2025-06-12T00:00:00.000Z,2025-07-05T03:58:38.456Z,25,,,,,,,
"23-Distler-Ave,-West,-Caldwell,-NJ-07006","23 Distler Ave, West, Caldwell, NJ 07006",23 Distler Ave,West,Caldwell,NJ,07006,Essex,40.851995,-74.305172,Single Family,3,2.0,1600.0,Active,3600,Standard,2025-06-13T00:00:00.000Z,,2024-04-28T00:00:00.000Z,2025-07-05T03:58:38.453Z,23,GardenState,3969270,"{'name': 'Robert Van Der Wende', 'phone': '9737858420', 'email': 'rob@bhhsvdw.com'}","{'name': 'BHHS VAN DER WENDE PROPERTIES', 'phone': '9732260333'}",10454.0,1963.0,
"164-Hillside-Ave,-Livingston,-NJ-07039","164 Hillside Ave, Livingston, NJ 07039",164 Hillside Ave,,Livingston,NJ,07039,Essex,40.786223,-74.332473,Single Family,3,2.5,,Active,4900,Standard,2025-06-13T00:00:00.000Z,,2024-06-21T00:00:00.000Z,2025-07-05T03:58:38.453Z,23,GardenState,3969184,"{'name': 'Bing Leng, Agent', 'phone': '9739788121', 'email': 'bing.leng@gmail.com'}","{'name': 'GARDEN HOME REALTY', 'phone': '9735330880', 'email': 'danadang7@gmail.com', 'website': 'http://www.gardenhomerealty.com'}",8276.0,1970.0,
"164-S-Ridgewood-Rd,-South-Orange-Village-Township,-NJ-07079","164 S Ridgewood Rd, South Orange Village Township, NJ 07079",164 S Ridgewood Rd,,South Orange Village Township,NJ,07079,Essex,40.745271,-74.265178,Multi-Family,4,1.0,,Active,3350,Standard,2025-06-14T00:00:00.000Z,,2025-06-14T00:00:00.000Z,2025-07-05T03:58:38.447Z,22,GardenState,3969400,"{'name': 'Anwar Mangum', 'phone': '9737220502', 'email': 'anwarnjhomes@gmail.com'}","{'name': 'WEICHERT REALTORS', 'phone': '8008391295', 'email': 'rdclead@wlninc.com'}",3049.0,1920.0,
"59-Arnold-Ter,-South-Orange-Village-Township,-NJ-07079","59 Arnold Ter, South Orange Village Township, NJ 07079",59 Arnold Ter,,South Orange Village Township,NJ,07079,Essex,40.73847,-74.264605,Multi-Family,4,2.0,1800.0,Active,3700,Standard,2025-06-16T00:00:00.000Z,,2023-06-28T00:00:00.000Z,2025-07-05T03:58:38.444Z,20,GardenState,3969595,"{'name': 'Nicholas Walsh', 'phone': '9735396300'}","{'name': 'RE/MAX SELECT', 'phone': '9735396300', 'email': 'remaxselectnj@gmail.com', 'website': 'http://www.remaxselectmorristown.com/'}",4792.0,1890.0,
"638-Bloomfield-Ave,-Apt-2,-Verona,-NJ-07044","638 Bloomfield Ave, Apt 2, Verona, NJ 07044",638 Bloomfield Ave,Apt 2,Verona,NJ,07044,Essex,40.832851,-74.247833,Condo,2,1.0,,Active,2400,Standard,2025-06-16T00:00:00.000Z,,2019-05-27T09:54:16.006Z,2025-07-05T03:58:38.441Z,20,GardenState,3969638,"{'name': 'Jeanne Falco', 'phone': '9737836900', 'email': 'jeanne.falco@gmail.com'}","{'name': ""Prominent Properties Sotheby's International Realty"", 'phone': '9737836900', 'email': 'charles.oppler@prominentproperties.com', 'website': 'http://www.prominentproperties.com/'}",2614.0,1930.0,
